"unitid","institution name","year","S2009_f.Tenure status and academic rank of full-time instruction/research/public service staff","S2009_f_RV.Grand total","S2009_f_RV.Grand total men","S2009_f_RV.Grand total women","S2009_f_RV.American Indian or Alaska Native total - derived","S2009_f_RV.American Indian or Alaska Native men - derived","S2009_f_RV.American Indian or Alaska Native women - derived","S2009_f_RV.Asian/Native Hawaiian/Other Pacific Islander total - derived","S2009_f_RV.Asian/Native Hawaiian/Other Pacific Islander men - derived","S2009_f_RV.Asian/Native Hawaiian/Other Pacific Islander women - derived","S2009_f_RV.Black or African American/Black non-Hispanic total - derived","S2009_f_RV.Black or African American/Black non-Hispanic men - derived","S2009_f_RV.Black or African American/Black non-Hispanic women - derived","S2009_f_RV.Hispanic or Latino/Hispanic total - derived","S2009_f_RV.Hispanic or Latino/Hispanic men - derived","S2009_f_RV.Hispanic or Latino/Hispanic women - derived","S2009_f_RV.White/White non-Hispanic total - derived","S2009_f_RV.White/White non-Hispanic men - derived","S2009_f_RV.White/White non-Hispanic women - derived","S2009_f_RV.American Indian or Alaska Native total - new","S2009_f_RV.American Indian or Alaska Native men - new","S2009_f_RV.American Indian or Alaska Native women - new","S2009_f_RV.Asian total - new","S2009_f_RV.Asian men - new","S2009_f_RV.Asian women - new","S2009_f_RV.Black or African American total - new","S2009_f_RV.Black or African American men - new","S2009_f_RV.Black or African American women - new","S2009_f_RV.Hispanic or Latino total - new","S2009_f_RV.Hispanic or Latino men - new","S2009_f_RV.Hispanic or Latino women - new","S2009_f_RV.Native Hawaiian or Other Pacific Islander total - new","S2009_f_RV.Native Hawaiian or Other Pacific Islander men - new","S2009_f_RV.Native Hawaiian or Other Pacific Islander women - new","S2009_f_RV.White total - new","S2009_f_RV.White men - new","S2009_f_RV.White women - new","S2009_f_RV.Two or more races total - new","S2009_f_RV.Two or more races men - new","S2009_f_RV.Two or more races women - new","S2009_f_RV.American Indian or Alaska Native total - old","S2009_f_RV.American Indian or Alaska Native men - old","S2009_f_RV.American Indian or Alaska Native women - old","S2009_f_RV.Asian or Pacific Islander total - old","S2009_f_RV.Asian or Pacific Islander men - old","S2009_f_RV.Asian or Pacific Islander women - old","S2009_f_RV.White non-Hispanic women - old","S2009_f_RV.Black non-Hispanic  total  - old","S2009_f_RV.Black non-Hispanic men - old","S2009_f_RV.Black non-Hispanic women - old","S2009_f_RV.Hispanic total - old","S2009_f_RV.Hispanic men - old","S2009_f_RV.Hispanic women - old","S2009_f_RV.White non-Hispanic total  - old","S2009_f_RV.White non-Hispanic men  - old","S2009_f_RV.Race/ethnicity unknown total","S2009_f_RV.Race/ethnicity unknown men","S2009_f_RV.Race/ethnicity unknown women","S2009_f_RV.Nonresident alien total","S2009_f_RV.Nonresident alien men","S2009_f_RV.Nonresident alien women","IDX_HR"
"109819","Bakersfield College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","4","1","3","1","0","1","0","0","0","0","0","0","1","0","1","1","0","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0",,,,,,,,,,,,,,,,"1","1","0","0","0","0","-2"
"109819","Bakersfield College","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","4","1","3","1","0","1","0","0","0","0","0","0","1","0","1","1","0","1","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0",,,,,,,,,,,,,,,,"1","1","0","0","0","0","-2"
"110361","California Baptist University","2009","Total full-time Instruction/research/public service, Tenured, Professors","30","23","7","1","0","1","1","1","0","0","0","0","0","0","0","27","21","6","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","27","21","6","1","1","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110361","California Baptist University","2009","Total full-time Instruction/research/public service, Tenured, Associate professors","8","5","3","0","0","0","2","2","0","0","0","0","0","0","0","6","3","3","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","6","3","3","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110361","California Baptist University","2009","Total full-time Instruction/research/public service, Tenured, Assistant professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110361","California Baptist University","2009","Total full-time Instruction/research/public service, Tenured total","39","29","10","1","0","1","3","3","0","0","0","0","0","0","0","34","25","9","1","0","1","3","3","0","0","0","0","0","0","0","0","0","0","34","25","9","1","1","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110361","California Baptist University","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Professors","6","5","1","0","0","0","0","0","0","0","0","0","0","0","0","6","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","1","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110361","California Baptist University","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","33","21","12","0","0","0","5","4","1","0","0","0","3","2","1","25","15","10","0","0","0","5","4","1","0","0","0","3","2","1","0","0","0","25","15","10","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110361","California Baptist University","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","63","25","38","1","0","1","3","0","3","2","1","1","3","1","2","53","23","30","1","0","1","2","0","2","2","1","1","3","1","2","1","0","1","53","23","30","1","0","1",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110361","California Baptist University","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","102","51","51","1","0","1","8","4","4","2","1","1","6","3","3","84","43","41","1","0","1","7","4","3","2","1","1","6","3","3","1","0","1","84","43","41","1","0","1",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110361","California Baptist University","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Instructors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110361","California Baptist University","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Lecturers","22","8","14","0","0","0","0","0","0","0","0","0","1","0","1","21","8","13","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","21","8","13","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110361","California Baptist University","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track total","23","9","14","0","0","0","0","0","0","0","0","0","1","0","1","22","9","13","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","22","9","13","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110413","California Lutheran University","2009","Total full-time Instruction/research/public service, Tenured, Professors","47","30","17","1","1","0","5","3","2","1","1","0","1","1","0","38","23","15","1","1","0","5","3","2","1","1","0","1","1","0","0","0","0","38","23","15","0","0","0",,,,,,,,,,,,,,,,"0","0","0","1","1","0","-2"
"110413","California Lutheran University","2009","Total full-time Instruction/research/public service, Tenured, Associate professors","21","8","13","0","0","0","2","0","2","2","1","1","1","0","1","16","7","9","0","0","0","2","0","2","2","1","1","1","0","1","0","0","0","16","7","9","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110413","California Lutheran University","2009","Total full-time Instruction/research/public service, Tenured total","68","38","30","1","1","0","7","3","4","3","2","1","2","1","1","54","30","24","1","1","0","7","3","4","3","2","1","2","1","1","0","0","0","54","30","24","0","0","0",,,,,,,,,,,,,,,,"0","0","0","1","1","0","-2"
"110413","California Lutheran University","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Professors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110413","California Lutheran University","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Associate professors","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110413","California Lutheran University","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Assistant professors","29","15","14","0","0","0","2","1","1","2","1","1","4","2","2","18","11","7","0","0","0","2","1","1","2","1","1","4","2","2","0","0","0","18","11","7","0","0","0",,,,,,,,,,,,,,,,"0","0","0","3","0","3","-2"
"110413","California Lutheran University","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track, Instructors","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110413","California Lutheran University","2009","Total full-time Instruction/research/public service, Non-tenured on tenure track total","33","19","14","0","0","0","2","1","1","2","1","1","4","2","2","22","15","7","0","0","0","2","1","1","2","1","1","4","2","2","0","0","0","22","15","7","0","0","0",,,,,,,,,,,,,,,,"0","0","0","3","0","3","-2"
"110413","California Lutheran University","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Professors","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","2","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
"110413","California Lutheran University","2009","Total full-time Instruction/research/public service, Non-tenured not on tenure track, Associate professors","7","4","3","0","0","0","0","0","0","0","0","0","0","0","0","7","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","3","0","0","0",,,,,,,,,,,,,,,,"0","0","0","0","0","0","-2"
